task,phase,depth,width,epochs,best_val,best_epoch,final_epoch,train_loss_n,train_loss_mean,train_loss_var,train_loss_std,train_loss_cv_pct,val_loss_n,val_loss_mean,val_loss_var,val_loss_std,val_loss_cv_pct,train_acc_n,train_acc_mean,train_acc_var,train_acc_std,train_acc_cv_pct,val_acc_n,val_acc_mean,val_acc_var,val_acc_std,val_acc_cv_pct
classification,stl_ablation_r01_d01_parammatched,1,1,200,0.7392177035506092,200,200,200,0.8455730975064494,0.039588954996000056,0.1989697338692497,23.53075499397994,200,0.8422519426941625,0.03665614560733537,0.19145794736008054,22.73167180210382,200,0.6739487209827673,0.01379591509676975,0.11745601345512179,17.42803418097519,200,0.6750169532366053,0.012758283865451445,0.11295257352292352,16.733294324139987
classification,stl_ablation_r02_d01_parammatched,1,1,200,0.7734979975387887,200,200,200,0.9415792217615914,0.09392722902057746,0.30647549497566273,32.549092831751395,200,0.9380688838604935,0.08788682125340908,0.29645711536984415,31.602915358391982,200,0.644543544674168,0.02030383075972125,0.14249151118477638,22.10735215055318,200,0.6462640918400716,0.018703502207375853,0.13676074805065908,21.161743283812633
classification,stl_ablation_r03_d01_parammatched,1,1,200,0.783558773669447,199,200,200,0.8987638204243064,0.03674894169679888,0.191700134837717,21.32931149222444,200,0.8978569402861879,0.03311116464130996,0.18196473460896198,20.266562126362974,200,0.6128765301951336,0.007829652225682658,0.08848532209176084,14.437707716363038,200,0.6140850415655497,0.007291337127899669,0.08538932677975433,13.905130560103304
classification,stl_ablation_r04_d01_parammatched,1,1,200,0.8304648739616853,199,200,200,0.9153153693867988,0.037583632433241816,0.19386498506239289,21.180129990854375,200,0.913824368564051,0.03359901783020962,0.18330034869091116,20.058597143665843,200,0.6438707859125233,0.002506817269784102,0.05006812628593267,7.776113993893016,200,0.6440349563690815,0.002148619765793322,0.04635320663981427,7.197312223725063
classification,stl_ablation_r05_d01_parammatched,1,1,122,1.0240620600270542,112,122,122,1.0833189325485968,0.026683420193217795,0.16335060512045185,15.078717837613725,122,1.0795408947307483,0.02270931600096767,0.1506961047969312,13.959277090148289,122,0.47920805645599596,0.004025356774285603,0.06344569941521334,13.239697989309441,122,0.48218379469781425,0.0035032560141654324,0.059188309776217064,12.275051635302368
classification,stl_ablation_r01_d1968_parammatched,1,1968,146,0.22050278582013175,136,146,146,0.28505930365052834,0.007631889613950565,0.08736068689033165,30.64649557884014,146,0.2922031174968274,0.005839986852067376,0.07641980667384193,26.15297445437818,146,0.8872449871253919,0.0015147623254123564,0.03891994765428592,4.386606655325681,146,0.8837145424370835,0.0011830817698340605,0.03439595571915484,3.8922020706255016
classification,stl_ablation_r02_d1968_parammatched,1,1968,188,0.20726814745884156,178,188,188,0.266071428387381,0.007224586410013405,0.08499756708290776,31.94539436198214,188,0.2752397832122508,0.005593903543600346,0.074792402980519,27.17354377613462,188,0.8952453919629481,0.0014140479888632722,0.03760382944413072,4.200393521342698,188,0.8911023247485028,0.0011250648366755939,0.033541986176665116,3.764100400717922
classification,stl_ablation_r03_d1968_parammatched,1,1968,137,0.2242047251257227,127,137,137,0.2921419925758503,0.007592911874549323,0.08713731620006047,29.827042470601544,137,0.29867743576085126,0.005901554801408272,0.07682157770710174,25.72058297989815,137,0.8841114735367108,0.0015016474000193322,0.03875109546863588,4.383055375768384,137,0.880819041897466,0.0012077263519148205,0.03475235750153967,3.9454593791110506
classification,stl_ablation_r04_d1968_parammatched,1,1968,182,0.20619641392215107,172,182,182,0.26858655793968944,0.007293823585439837,0.08540388507228366,31.79752766758377,182,0.27667511350115653,0.00569087098802932,0.07543786176734676,27.265864577672406,182,0.8944746417713867,0.0014317689349907011,0.03783872269237826,4.2302733834291555,182,0.8902999721402158,0.0011303211795994647,0.03362024954695406,3.7762833425832247
classification,stl_ablation_r05_d1968_parammatched,1,1968,168,0.21435411757930306,158,168,168,0.27583531964843083,0.007369455439782331,0.08584553243927334,31.122023295888567,168,0.28402093872828305,0.0056826561062603325,0.0753833941014885,26.541491778395336,168,0.8911444999031862,0.0014461731827587548,0.038028583759571626,4.267386912414659,168,0.8873824809178762,0.001149195749544161,0.03389978981563398,3.820200482273356
classification,stl_ablation_r01_d3935_parammatched,1,3935,185,0.19980644426573202,175,185,185,0.2586026303420405,0.006953047344373401,0.08338493475666574,32.24442637972272,185,0.2695595655902869,0.005251204204828479,0.07246519305727736,26.882812672068102,185,0.8981810295052265,0.0013724363486319116,0.03704640803953754,4.124603707110691,185,0.8929644882141398,0.0010518740797836126,0.0324326082790702,3.6320154616599503
classification,stl_ablation_r02_d3935_parammatched,1,3935,158,0.2110472567390631,148,158,158,0.27226204313615665,0.00721820082707864,0.08495999545126307,31.205229518084188,158,0.2810310343570837,0.005487582663572395,0.07407821990013255,26.359444632014295,158,0.8923595431262373,0.0014392124090447315,0.03793695308066703,4.2513080487446855,158,0.8883677899179931,0.0011313086102413116,0.03363493139938465,3.78614936078328
classification,stl_ablation_r03_d3935_parammatched,1,3935,154,0.20739036277971387,144,154,154,0.2735825848484078,0.007307460533376683,0.0854836857732321,31.246026065803356,154,0.28250470799930877,0.005527669610024601,0.07434829930821955,26.317543461400106,154,0.8917242822580487,0.001468210329100467,0.03831723279544684,4.296982100612859,154,0.8877734630045261,0.0011516219659577019,0.03393555607261655,3.8225467967658253
classification,stl_ablation_r04_d3935_parammatched,1,3935,193,0.19845948221545992,183,193,193,0.25762274031804344,0.006801835433687894,0.08247324071289969,32.01318354547578,193,0.26820814653002434,0.005317199975750006,0.0729191331253328,27.18751613951067,193,0.8987181457953793,0.0013510936952806497,0.03675722643618054,4.089961531114945,193,0.8941190760095895,0.0010804671525298255,0.03287046018129082,3.676295592304115
classification,stl_ablation_r05_d3935_parammatched,1,3935,200,0.19484287892472746,190,200,200,0.253195022875038,0.006920685671807501,0.08319065856096766,32.8563561859688,200,0.2652540183724205,0.005169307547205161,0.07189789668137143,27.10529971328304,200,0.900614487640111,0.0013710125723833335,0.03702718693586286,4.111324817001952,200,0.8953197879554569,0.0010498908126272532,0.03240201865049851,3.6190441768847115
classification,stl_ablation_r01_d5902_parammatched,1,5902,106,0.23549757215310343,96,106,106,0.3050954190176622,0.007459307232755927,0.0863672810313948,28.308285096340608,106,0.31051063119648403,0.005538550584217096,0.07442143900931436,23.967436709831098,106,0.8775759460246082,0.001491826423560879,0.03862416890446808,4.401233771211981,106,0.8753760936144703,0.0011888041806368988,0.034479039729042614,3.9387687167325978
classification,stl_ablation_r02_d5902_parammatched,1,5902,188,0.19904284469816774,178,188,188,0.26052031495653527,0.006931325677887369,0.08325458352479681,31.95704086980198,188,0.2715284367853607,0.005098509221601142,0.07140384598606116,26.297004774680328,188,0.8970162482313753,0.001353239660574403,0.03678640592086162,4.10097431271646,188,0.8921537769701844,0.0010296782336245694,0.032088599745463645,3.596756587685896
classification,stl_ablation_r03_d5902_parammatched,1,5902,116,0.23294571272806877,106,116,116,0.2999434706483838,0.007049223824323681,0.0839596559326185,27.991826510216754,116,0.30692135239063795,0.0053657943776387815,0.07325158276541731,23.866564575860934,116,0.8799481286013047,0.0014155830065638178,0.037624234298704574,4.275733202422858,116,0.877024788581596,0.0011406822111782225,0.0337739871969275,3.850972929915682
classification,stl_ablation_r04_d5902_parammatched,1,5902,87,0.25260017574581334,77,87,87,0.323005745087987,0.007799606511445163,0.08831538094491334,27.341736884852054,87,0.32762168285272786,0.005518000713269064,0.07428324651810167,22.67348298540222,87,0.8695298808288247,0.0015446365555846753,0.039301864530638685,4.5198980963341535,87,0.8675224099452659,0.0011825768576843767,0.03438861523359696,3.9640031011725245
classification,stl_ablation_r05_d5902_parammatched,1,5902,166,0.210694450294343,156,166,166,0.27082344342631787,0.006834398909133564,0.08267042342418214,30.525578723274023,166,0.28078543380477217,0.005245437281480993,0.07242539113792201,25.793856239807226,166,0.8925321085983313,0.0013643657010770566,0.03693732124934152,4.138486547822844,166,0.8880845839079974,0.0010767057413021933,0.03281319462201438,3.694827634280128
classification,stl_ablation_r01_d7869_parammatched,1,7869,87,0.252226527012231,77,87,87,0.32970352912049494,0.007824633988111188,0.0884569612190651,26.829243064224894,87,0.3343420651172106,0.0057685456151812834,0.07595094216124829,22.71653796677427,87,0.8662750346390454,0.0015650084364121565,0.039560187517403866,4.566700636119288,87,0.8643891424109462,0.0012725967598084388,0.035673474176318165,4.127015533399464
classification,stl_ablation_r02_d7869_parammatched,1,7869,129,0.22050594065609397,119,129,129,0.29456088499511596,0.007951157629149608,0.08916926392625212,30.27192966497592,129,0.3021739747650029,0.005915602694089077,0.07691295530721126,25.45320303213589,129,0.8819953606116294,0.0015417164024917685,0.039264696643317755,4.451803081604559,129,0.8786438317983826,0.0012561028456769812,0.03544154124296771,4.033664149263644
classification,stl_ablation_r03_d7869_parammatched,1,7869,137,0.22110616756241402,127,137,137,0.28920563966738655,0.007793543779395739,0.08828104994502353,30.525355607364702,137,0.29753443620057657,0.0056662524614741186,0.07527451402350013,25.29942919708138,137,0.8844904369527334,0.0015112798684659885,0.03887518319527239,4.395206728204553,137,0.8806767022993058,0.0011945145390222331,0.03456174965221282,3.9244537254111105
classification,stl_ablation_r04_d7869_parammatched,1,7869,137,0.22316198671274046,127,137,137,0.2905959263911888,0.007608115112673586,0.08722450981618404,30.01573728145309,137,0.29902069634520345,0.005641479708011439,0.07510978436935789,25.118590548209962,137,0.8836383188986882,0.0015114270953626781,0.038877076733760195,4.399659442362591,137,0.8802089791537189,0.0011848772577335125,0.034422046100333906,3.9106674568838353
classification,stl_ablation_r05_d7869_parammatched,1,7869,103,0.2375050592120569,93,103,103,0.31313734373546764,0.008408678163128973,0.09169884493890298,29.28390585581782,103,0.31883079364427175,0.006489357303338187,0.08055654724066931,25.266238031746852,103,0.8736244875502945,0.0016643118014872268,0.04079597776113752,4.66973835354963,103,0.871259171549777,0.0014005469854429908,0.03742388255436615,4.295378892574222
classification,stl_ablation_r01_d9837_parammatched,1,9837,87,0.25484174417496563,77,87,87,0.33228324847233265,0.007956117660163433,0.08919707203806318,26.843686056442934,87,0.3359038080168126,0.005713920974491505,0.07559048203637482,22.50360973359117,87,0.8648630870554697,0.0015733147968056123,0.0396650324190667,4.58627880097312,87,0.8633493359858684,0.001266338748324251,0.03558565368690381,4.121813986949808
classification,stl_ablation_r02_d9837_parammatched,1,9837,127,0.22515709190312763,117,127,127,0.2993172945252601,0.00858991490074013,0.0926817937932803,30.96439647441042,127,0.3054905834786521,0.005986619701774481,0.07737324926468114,25.327539848732535,127,0.8797914209971833,0.0016099773192264732,0.040124522666649544,4.560685829508447,127,0.8772329260463757,0.0012812559309203382,0.03579463550478393,4.0804026435838106
classification,stl_ablation_r03_d9837_parammatched,1,9837,127,0.22559606443055555,117,127,127,0.3010353302788037,0.008752916185589056,0.09355702103845043,31.078418919069286,127,0.30748057640183446,0.006024261253611718,0.07761611465160903,25.24260737373392,127,0.8789160823819808,0.0016265595766834892,0.04033062827037894,4.588677927143796,127,0.8760380206772702,0.001269839970140433,0.03563481401860311,4.067724593854229
classification,stl_ablation_r04_d9837_parammatched,1,9837,136,0.22141045528770004,126,136,136,0.29455471472709116,0.007932134712395853,0.08906253259590058,30.23632898845914,136,0.3026293966474974,0.005890738763401446,0.0767511482871849,25.36143188250301,136,0.8817241580051052,0.001524610089469427,0.03904625576760756,4.428398089482934,136,0.8781413350180264,0.0012382664227076796,0.03518900997055302,4.007214848829621
classification,stl_ablation_r05_d9837_parammatched,1,9837,156,0.21225472574248289,146,156,156,0.2831851002267645,0.00807519352363366,0.08986208056590755,31.73263017508662,156,0.2929588158196852,0.0059401513266265195,0.07707237719589632,26.30826349439302,156,0.8867437287582078,0.0015487611524238598,0.03935430284510018,4.4380694860071666,156,0.8827231227319005,0.0012586751672857127,0.0354778123238414,4.0191325467993515
classification,stl_ablation_r01_d11804_parammatched,1,11804,87,0.2568046491393653,77,87,87,0.3365573065388002,0.009114366459404149,0.09546919115297955,28.366399807152405,87,0.3399347384740713,0.005939091350137583,0.07706550038854988,22.670675181503434,87,0.862966378302641,0.0016952441639615163,0.04117334288057646,4.7711410219202115,87,0.8614271976247466,0.0012803985965911843,0.035782657763100606,4.153880660114493
classification,stl_ablation_r02_d11804_parammatched,1,11804,117,0.2299846281121166,107,117,117,0.3111839371090491,0.009732690923369699,0.09865440143941728,31.702922186772618,117,0.31531329257867824,0.006537097140100785,0.08085231685054414,25.64189926448139,117,0.8745381855319249,0.0017280155009872233,0.0415694058291338,4.7532979710714205,117,0.8727465008251913,0.0013698481570927764,0.037011459807643046,4.240803002091479
classification,stl_ablation_r03_d11804_parammatched,1,11804,144,0.21982234705720607,134,144,144,0.29214211765093334,0.008585225162454996,0.09265649012592155,31.716238271618323,144,0.30019259992171343,0.006178715398999617,0.07860480519026566,26.184791101034747,144,0.8826549498122291,0.0016164300547026886,0.040204851133945126,4.554990729106325,144,0.8793430118816085,0.001300436068563429,0.03606155943055471,4.100966169434904
classification,stl_ablation_r04_d11804_parammatched,1,11804,109,0.2414226569591177,99,109,109,0.3166996693177355,0.011602907464758732,0.10771679286331697,34.01228460243445,109,0.3212298441059315,0.00651968200229915,0.0807445478177886,25.136066682260566,109,0.8721992156605767,0.001908136879362058,0.0436822261264471,5.008285417152495,109,0.8696657465669163,0.0014017553890600352,0.03744002389235396,4.305105040660946
classification,stl_ablation_r05_d11804_parammatched,1,11804,127,0.2259959470050388,117,127,127,0.30379614361064444,0.008913973464869834,0.09441384148984636,31.07802500970861,127,0.3104535557983286,0.006204339547882066,0.07876763007658708,25.371791884952582,127,0.8775656364204018,0.001656682245692654,0.0407023616721764,4.63809884787669,127,0.874813977885645,0.0013219995530629998,0.03635931177928152,4.1562335191715905
classification,stl_ablation_r01_d13771_parammatched,1,13771,145,0.21857444177357988,135,145,145,0.29304227971978525,0.010702589998783813,0.1034533228020435,35.303207066559914,145,0.30121595029722215,0.0068256241582830566,0.08261733570070544,27.42794185340568,145,0.8825747264918776,0.0018436670494538863,0.042937944168926934,4.865077469371892,145,0.8791405453879659,0.0013978947278446565,0.03738843040092291,4.252838820489544
classification,stl_ablation_r02_d13771_parammatched,1,13771,152,0.2179896574514162,142,152,152,0.2891484524823951,0.010251088358493442,0.10124765853338753,35.01580508702602,152,0.29835264795756705,0.007107847746312879,0.08430805267774176,28.257852998754817,152,0.884071278700182,0.001841582963722348,0.04291366872830087,4.85409601716677,152,0.8802422324464023,0.0015140272095330327,0.03891050256078727,4.420431232053675
classification,stl_ablation_r03_d13771_parammatched,1,13771,90,0.25549852068179124,80,90,90,0.3375437623942753,0.011015591266117147,0.10495518694241436,31.09380134828834,90,0.34174078096994126,0.006835517337149713,0.08267718752563921,24.1929532937163,90,0.8628543084510039,0.0018641664914029747,0.04317599438812006,5.003856846427482,90,0.8604933171928577,0.0014850361261918245,0.03853616646984783,4.478380679999043
classification,stl_ablation_r04_d13771_parammatched,1,13771,111,0.2398366454351839,101,111,111,0.31832715456250543,0.011435054769954135,0.1069348155183995,33.59274067126505,111,0.3233561483887161,0.006714572701363522,0.08194249630907958,25.34125196548731,111,0.871317370596646,0.0018423715191827749,0.042922855440694706,4.926202195567697,111,0.869274241453722,0.0014400859534008422,0.03794846444061791,4.365534215894305
classification,stl_ablation_r05_d13771_parammatched,1,13771,104,0.24906545600930755,94,104,104,0.3249146655769621,0.009552166295792773,0.09773518453347685,30.0802625698428,104,0.3297895331389417,0.0064111186480012225,0.08006946139447438,24.278957743859255,104,0.8682465374603022,0.0017429891238443442,0.04174912123439659,4.8084408555796205,104,0.8662496541169026,0.0013676137094568253,0.03698126159904263,4.269122812723445
classification,stl_ablation_r01_d15738_parammatched,1,15738,153,0.21398436026007633,143,153,153,0.2904222664786324,0.010378388623577543,0.10187437667822828,35.07801860837127,153,0.29944443094874507,0.007444635251590635,0.08628229975835505,28.81412737748451,153,0.8837141692444997,0.0018629918757368154,0.04316238959715756,4.884202505665121,153,0.8797930536333337,0.0015860537872246176,0.03982529079899628,4.526665746510206
classification,stl_ablation_r02_d15738_parammatched,1,15738,129,0.2235127848091619,119,129,129,0.30620151865134076,0.01145038186292892,0.10700645710857322,34.9464161967195,129,0.31477426929926533,0.008782058324119262,0.09371263694998269,29.771377806261313,129,0.8767535422075438,0.0018687868784947397,0.0432294677100556,4.93062937632505,129,0.8725143024796835,0.0017887089051913643,0.042293130709269613,4.847270765541911
classification,stl_ablation_r03_d15738_parammatched,1,15738,104,0.24492305317611732,94,104,104,0.3283109502431413,0.014178202325847648,0.11907225674290232,36.26813441791068,104,0.33138743904933504,0.007123186635898892,0.08439897295523739,25.468368142545245,104,0.867719398993468,0.0020513784153217366,0.04529214518348338,5.2196764571612775,104,0.8658696791925996,0.0014407810113645876,0.03795762125534986,4.383756836334116
classification,stl_ablation_r04_d15738_parammatched,1,15738,142,0.22330485987030507,132,142,142,0.2976777892943182,0.010131020183311369,0.10065296907350209,33.81272392277312,142,0.3065339480851303,0.006529624801337986,0.08080609383789063,26.361221764399563,142,0.8804027300568974,0.0017753612779497603,0.042135036228176666,4.785882050303686,142,0.8762858557863419,0.0013749070085132978,0.037079738517326384,4.231466053283787
classification,stl_ablation_r05_d15738_parammatched,1,15738,120,0.2313696938780519,110,120,120,0.3140874108516113,0.011893542629533536,0.10905751982111796,34.72202834409098,120,0.3199623058703573,0.007101850896868579,0.08427248006833891,26.338252513558437,120,0.873227340203524,0.0018967905678307143,0.04355215916382005,4.987493766934657,120,0.8700078311905131,0.0015523916852288775,0.03940040209476139,4.5287410851056515
classification,stl_ablation_r01_d17705_parammatched,1,17705,103,0.23929425051097578,93,103,103,0.33297985558531656,0.013395933181134743,0.1157408017128564,34.7591002192627,103,0.3357864570217532,0.00715809711192526,0.08460553830527444,25.19623306302477,103,0.8653681230643777,0.0019965473364718564,0.04468274092389428,5.163437354922094,103,0.8642698361056232,0.0014653999903109212,0.038280543234271394,4.429235134106091
classification,stl_ablation_r02_d17705_parammatched,1,17705,113,0.23782388529023135,103,113,113,0.3211869613041088,0.011377190297891,0.10666391281914891,33.20929105778878,113,0.32738811217405767,0.0072407403045911724,0.08509253965296354,25.991334593029947,113,0.8699446324342632,0.001907440491125037,0.04367425432820848,5.020348732539446,113,0.8669632816701706,0.0015953985085888646,0.03994243994285858,4.607166276513008
classification,stl_ablation_r03_d17705_parammatched,1,17705,81,0.2639907632149472,71,81,81,0.3572397417218912,0.012566907872917924,0.11210222064222423,31.380109083578688,81,0.35635726191425304,0.007566329144208301,0.08698464889972427,24.409394222097987,81,0.8543934186834871,0.0019432027718926795,0.044081773692680286,5.159423367352802,81,0.8548689478793952,0.0015522458049076842,0.03939855079704943,4.608724050017521
classification,stl_ablation_r04_d17705_parammatched,1,17705,116,0.232476071906661,106,116,116,0.32147805805837815,0.013713830862902988,0.11710606672116944,36.42739023261855,116,0.3268737871360142,0.007067603569500685,0.0840690404935175,25.71911355453408,116,0.8704128086448375,0.001936407149641808,0.04400462645724661,5.055604193802968,116,0.8672369874338919,0.0014766447160844782,0.038427135153228355,4.4309843456898905
classification,stl_ablation_r05_d17705_parammatched,1,17705,97,0.24969344820226913,87,97,97,0.33799121508806884,0.013531575619440253,0.11632530085686542,34.41666400310288,97,0.3413310583226328,0.007736476811731386,0.08795724422542686,25.76889564567194,97,0.8631176201693763,0.0020094039301091636,0.04482637538446716,5.193541915604797,97,0.8611713658245674,0.0016284235960117696,0.04035373088094544,4.685911826887897
classification,stl_ablation_r01_d19672_parammatched,1,19672,111,0.2304837145390247,101,111,111,0.3256685147448411,0.014238519511519785,0.11932526769934264,36.64009945598613,111,0.33071863433622056,0.007798733004480129,0.08831043542232214,26.702588319393744,111,0.8686681625796533,0.0020939951541637174,0.04576019180645682,5.2678564471114475,111,0.8661862668162044,0.0015509710553689464,0.03938236985465637,4.546639835264543
classification,stl_ablation_r02_d19672_parammatched,1,19672,97,0.2501267066918167,87,97,97,0.3408676814441985,0.012819606840552023,0.11322370264459657,33.21632082128965,97,0.3421485354016882,0.007534081730470072,0.08679908830437144,25.368832341330304,97,0.8617550858271099,0.0019927644170605703,0.04464038997433345,5.180171339689599,97,0.8610262222006932,0.0015712058835655452,0.03963843946935279,4.603627444474463
